participant_id,activity_date,activity_type,topic,municipality,gender,age_group,role,decision_making_role,event_speaker,coordination_role,responsibility_level,leadership_role
726,2025-02-06,Community Outreach,Healthcare,Kamensk-Uralsky,Female,35-44,Speaker,No,Yes,No,Visible,No
943,2025-02-06,Media Activity,Education,Kamensk-Uralsky,Female,18-24,Participant,No,No,No,Basic,No
1151,2025-02-06,Meeting,Entrepreneurship,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1629,2025-02-06,Meeting,Education,Serov,Female,45-54,Participant,No,No,No,Basic,No
2079,2025-02-06,Survey,Transport,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
3158,2025-02-06,Educational Event,Entrepreneurship,Nizhny Tagil,Female,18-24,Organizer,Yes,No,Yes,Leadership,Yes
3443,2025-02-06,Meeting,Gender Equality,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3457,2025-02-06,Educational Event,Entrepreneurship,Yekaterinburg,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
139,2025-02-07,Survey,Gender Equality,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
1754,2025-02-07,Government Interaction,Housing,Yekaterinburg,Male,18-24,Organizer,No,Yes,Yes,Leadership,Yes
2004,2025-02-07,Media Activity,Social Policy,Asbest,Male,55+,Participant,Yes,No,No,Basic,No
2423,2025-02-07,Meeting,Healthcare,Pervouralsk,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
3269,2025-02-07,Community Outreach,Entrepreneurship,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
108,2025-02-08,Government Interaction,Gender Equality,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1810,2025-02-08,Educational Event,Gender Equality,Revda,Female,35-44,Participant,No,Yes,No,Basic,No
2072,2025-02-08,Educational Event,Healthcare,Yekaterinburg,Female,25-34,Analyst,No,No,No,Professional,No
2165,2025-02-08,Campaign Activity,Economic Policy,Kamensk-Uralsky,Male,25-34,Volunteer,No,No,No,Basic,No
2564,2025-02-08,Community Outreach,Healthcare,Yekaterinburg,Male,25-34,Analyst,No,No,No,Professional,No
2776,2025-02-08,Public Event,Economic Policy,Yekaterinburg,Female,25-34,Organizer,No,Yes,Yes,Leadership,Yes
2810,2025-02-08,Public Event,Gender Equality,Serov,Female,18-24,Participant,No,No,No,Basic,No
2842,2025-02-08,Media Activity,Social Policy,Serov,Female,55+,Participant,No,No,No,Basic,No
2857,2025-02-08,Community Outreach,Education,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
96,2025-02-09,Campaign Activity,Healthcare,Pervouralsk,Male,45-54,Participant,No,No,No,Basic,No
261,2025-02-09,Campaign Activity,Youth Policy,Asbest,Female,35-44,Speaker,No,Yes,No,Visible,No
390,2025-02-09,Media Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Organizer,Yes,No,Yes,Leadership,Yes
1725,2025-02-09,Meeting,Healthcare,Asbest,Male,25-34,Participant,No,No,No,Basic,No
2588,2025-02-09,Public Event,Entrepreneurship,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
3354,2025-02-09,Community Outreach,Entrepreneurship,Pervouralsk,Female,25-34,Volunteer,No,No,No,Basic,No
495,2025-02-10,Public Event,Local Government,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
658,2025-02-10,Campaign Activity,Local Government,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
1483,2025-02-10,Campaign Activity,Transport,Kamensk-Uralsky,Male,25-34,Analyst,Yes,Yes,No,Professional,No
1875,2025-02-10,Government Interaction,Housing,Asbest,Male,25-34,Participant,No,No,No,Basic,No
2137,2025-02-10,Community Outreach,Gender Equality,Serov,Female,35-44,Participant,No,Yes,No,Basic,No
2451,2025-02-10,Campaign Activity,Local Government,Kamensk-Uralsky,Male,45-54,Organizer,Yes,No,Yes,Leadership,Yes
3282,2025-02-10,Government Interaction,Healthcare,Revda,Female,25-34,Participant,No,No,No,Basic,No
146,2025-02-11,Government Interaction,Housing,Nizhny Tagil,Female,18-24,Participant,No,No,No,Basic,No
207,2025-02-11,Government Interaction,Social Policy,Pervouralsk,Female,55+,Coordinator,Yes,Yes,Yes,Leadership,Yes
845,2025-02-11,Meeting,Economic Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1090,2025-02-11,Government Interaction,Transport,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1390,2025-02-11,Meeting,Local Government,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1968,2025-02-11,Meeting,Housing,Revda,Male,18-24,Participant,No,No,No,Basic,No
2785,2025-02-11,Meeting,Local Government,Pervouralsk,Female,18-24,Volunteer,No,No,No,Basic,No
2971,2025-02-11,Government Interaction,Transport,Kamensk-Uralsky,Female,25-34,Analyst,Yes,No,No,Professional,No
3429,2025-02-11,Community Outreach,Transport,Asbest,Male,35-44,Analyst,No,No,Yes,Professional,No
2993,2025-02-12,Campaign Activity,Education,Serov,Female,35-44,Participant,No,No,No,Basic,No
3296,2025-02-12,Meeting,Youth Policy,Kamensk-Uralsky,Male,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
122,2025-02-13,Community Outreach,Entrepreneurship,Asbest,Male,18-24,Participant,No,No,No,Basic,No
749,2025-02-13,Community Outreach,Housing,Kamensk-Uralsky,Male,35-44,Participant,No,No,No,Basic,No
1004,2025-02-13,Government Interaction,Youth Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3064,2025-02-13,Educational Event,Youth Policy,Kamensk-Uralsky,Male,35-44,Volunteer,No,No,No,Basic,No
230,2025-02-14,Community Outreach,Local Government,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No
1607,2025-02-14,Meeting,Economic Policy,Yekaterinburg,Male,45-54,Analyst,No,No,No,Professional,No
1904,2025-02-14,Community Outreach,Youth Policy,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
2094,2025-02-14,Educational Event,Healthcare,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3592,2025-02-14,Public Event,Social Policy,Serov,Female,18-24,Participant,No,No,No,Basic,No
756,2025-02-15,Government Interaction,Housing,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
871,2025-02-15,Educational Event,Transport,Yekaterinburg,Male,35-44,Participant,Yes,Yes,No,Basic,No
1531,2025-02-15,Public Event,Healthcare,Nizhny Tagil,Female,45-54,Participant,No,No,No,Basic,No
2016,2025-02-15,Public Event,Local Government,Yekaterinburg,Male,18-24,Participant,No,Yes,No,Basic,No
2038,2025-02-15,Government Interaction,Economic Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2087,2025-02-15,Meeting,Education,Nizhny Tagil,Female,25-34,Analyst,No,No,No,Professional,No
2851,2025-02-15,Public Event,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3318,2025-02-15,Government Interaction,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
3466,2025-02-15,Educational Event,Healthcare,Kamensk-Uralsky,Male,55+,Participant,No,No,No,Basic,No
368,2025-02-16,Meeting,Housing,Kamensk-Uralsky,Male,25-34,Volunteer,No,No,No,Basic,No
637,2025-02-16,Campaign Activity,Social Policy,Yekaterinburg,Male,18-24,Coordinator,No,No,Yes,Leadership,Yes
1480,2025-02-16,Government Interaction,Gender Equality,Serov,Male,35-44,Volunteer,No,No,Yes,Basic,No
1860,2025-02-16,Meeting,Economic Policy,Yekaterinburg,Female,25-34,Participant,Yes,No,No,Basic,No
116,2025-02-17,Educational Event,Social Policy,Serov,Male,25-34,Participant,No,No,No,Basic,No
239,2025-02-17,Survey,Gender Equality,Kamensk-Uralsky,Female,25-34,Participant,No,No,No,Basic,No
301,2025-02-17,Meeting,Housing,Kamensk-Uralsky,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
563,2025-02-17,Educational Event,Education,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
712,2025-02-17,Survey,Social Policy,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
910,2025-02-17,Campaign Activity,Education,Serov,Female,45-54,Volunteer,No,No,No,Basic,No
922,2025-02-17,Campaign Activity,Economic Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
1378,2025-02-17,Public Event,Transport,Yekaterinburg,Male,55+,Analyst,No,No,No,Professional,No
1548,2025-02-17,Community Outreach,Housing,Yekaterinburg,Male,55+,Volunteer,No,No,Yes,Basic,No
2683,2025-02-17,Campaign Activity,Youth Policy,Serov,Female,55+,Volunteer,No,No,No,Basic,No
3465,2025-02-17,Campaign Activity,Housing,Serov,Male,25-34,Participant,No,No,No,Basic,No
656,2025-02-18,Meeting,Transport,Kamensk-Uralsky,Female,18-24,Volunteer,No,No,No,Basic,No
987,2025-02-18,Community Outreach,Social Policy,Kamensk-Uralsky,Female,25-34,Participant,No,Yes,No,Basic,No
1133,2025-02-18,Campaign Activity,Entrepreneurship,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
1326,2025-02-18,Campaign Activity,Healthcare,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1601,2025-02-18,Public Event,Social Policy,Nizhny Tagil,Male,35-44,Participant,No,No,No,Basic,No
1603,2025-02-18,Meeting,Housing,Serov,Male,45-54,Analyst,No,Yes,No,Professional,No
2187,2025-02-18,Educational Event,Transport,Revda,Male,45-54,Participant,No,No,No,Basic,No
2209,2025-02-18,Meeting,Transport,Kamensk-Uralsky,Female,35-44,Participant,No,No,No,Basic,No
2906,2025-02-18,Meeting,Social Policy,Nizhny Tagil,Male,45-54,Participant,No,No,No,Basic,No
3083,2025-02-18,Community Outreach,Transport,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
3151,2025-02-18,Meeting,Housing,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
3506,2025-02-18,Meeting,Local Government,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
639,2025-02-19,Community Outreach,Gender Equality,Pervouralsk,Male,25-34,Speaker,Yes,Yes,No,Visible,No
733,2025-02-19,Meeting,Social Policy,Asbest,Female,25-34,Organizer,No,No,Yes,Leadership,Yes
1163,2025-02-19,Media Activity,Education,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2377,2025-02-19,Survey,Youth Policy,Serov,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
2620,2025-02-19,Campaign Activity,Entrepreneurship,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
3255,2025-02-19,Meeting,Youth Policy,Yekaterinburg,Female,55+,Volunteer,No,No,Yes,Basic,No
3298,2025-02-19,Meeting,Transport,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1782,2025-02-20,Government Interaction,Local Government,Pervouralsk,Male,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
2725,2025-02-20,Community Outreach,Social Policy,Yekaterinburg,Female,55+,Volunteer,No,No,No,Basic,No
3437,2025-02-20,Meeting,Healthcare,Yekaterinburg,Female,25-34,Participant,No,Yes,No,Basic,No
369,2025-02-21,Campaign Activity,Youth Policy,Kamensk-Uralsky,Female,18-24,Participant,Yes,No,No,Basic,No
1694,2025-02-21,Government Interaction,Transport,Yekaterinburg,Male,45-54,Volunteer,Yes,No,No,Basic,No
2453,2025-02-21,Educational Event,Youth Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2679,2025-02-21,Survey,Healthcare,Yekaterinburg,Male,45-54,Speaker,No,Yes,No,Visible,No
2722,2025-02-21,Campaign Activity,Local Government,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
3352,2025-02-21,Media Activity,Local Government,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
72,2025-02-22,Community Outreach,Transport,Yekaterinburg,Female,55+,Analyst,No,No,Yes,Professional,No
81,2025-02-22,Survey,Social Policy,Yekaterinburg,Male,55+,Organizer,Yes,No,Yes,Leadership,Yes
260,2025-02-22,Meeting,Economic Policy,Yekaterinburg,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
510,2025-02-22,Community Outreach,Social Policy,Yekaterinburg,Female,18-24,Analyst,Yes,No,No,Professional,No
1405,2025-02-22,Meeting,Transport,Yekaterinburg,Female,18-24,Volunteer,No,No,No,Basic,No
1788,2025-02-22,Meeting,Social Policy,Yekaterinburg,Male,25-34,Organizer,Yes,No,Yes,Leadership,Yes
2520,2025-02-22,Meeting,Youth Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
459,2025-02-23,Campaign Activity,Social Policy,Pervouralsk,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
2761,2025-02-23,Campaign Activity,Economic Policy,Yekaterinburg,Male,45-54,Participant,No,No,No,Basic,No
2849,2025-02-23,Government Interaction,Gender Equality,Yekaterinburg,Male,55+,Participant,No,No,No,Basic,No
280,2025-02-24,Campaign Activity,Social Policy,Revda,Male,25-34,Participant,No,Yes,No,Basic,No
2289,2025-02-24,Educational Event,Youth Policy,Yekaterinburg,Female,45-54,Coordinator,No,No,Yes,Leadership,Yes
2797,2025-02-24,Survey,Gender Equality,Yekaterinburg,Male,45-54,Coordinator,Yes,Yes,Yes,Leadership,Yes
3353,2025-02-24,Meeting,Social Policy,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
3511,2025-02-24,Media Activity,Transport,Yekaterinburg,Male,45-54,Analyst,No,No,No,Professional,No
253,2025-02-25,Campaign Activity,Healthcare,Nizhny Tagil,Female,18-24,Volunteer,No,No,No,Basic,No
259,2025-02-25,Government Interaction,Gender Equality,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
889,2025-02-25,Public Event,Transport,Yekaterinburg,Female,35-44,Speaker,No,Yes,No,Visible,No
1006,2025-02-25,Campaign Activity,Youth Policy,Yekaterinburg,Female,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
1464,2025-02-25,Meeting,Youth Policy,Nizhny Tagil,Female,25-34,Participant,No,No,No,Basic,No
2629,2025-02-25,Campaign Activity,Youth Policy,Yekaterinburg,Female,18-24,Speaker,No,Yes,No,Visible,No
2779,2025-02-25,Public Event,Social Policy,Yekaterinburg,Female,25-34,Participant,Yes,No,No,Basic,No
3350,2025-02-25,Educational Event,Housing,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
287,2025-02-26,Media Activity,Education,Serov,Female,25-34,Participant,No,No,No,Basic,No
1062,2025-02-26,Media Activity,Gender Equality,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
1067,2025-02-26,Educational Event,Gender Equality,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
1094,2025-02-26,Educational Event,Youth Policy,Pervouralsk,Female,25-34,Speaker,No,Yes,No,Visible,No
1296,2025-02-26,Community Outreach,Education,Pervouralsk,Female,45-54,Participant,No,No,No,Basic,No
1868,2025-02-26,Meeting,Entrepreneurship,Yekaterinburg,Female,25-34,Participant,Yes,No,No,Basic,No
2075,2025-02-26,Community Outreach,Local Government,Revda,Female,55+,Participant,No,No,No,Basic,No
2248,2025-02-26,Public Event,Social Policy,Yekaterinburg,Male,25-34,Volunteer,No,No,No,Basic,No
3560,2025-02-26,Meeting,Gender Equality,Yekaterinburg,Male,55+,Speaker,No,Yes,No,Visible,No
496,2025-02-27,Campaign Activity,Local Government,Yekaterinburg,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
1131,2025-02-27,Public Event,Education,Serov,Male,35-44,Participant,No,No,No,Basic,No
1697,2025-02-27,Media Activity,Education,Yekaterinburg,Female,18-24,Volunteer,No,Yes,No,Basic,No
1885,2025-02-27,Educational Event,Local Government,Serov,Female,25-34,Participant,No,No,No,Basic,No
2133,2025-02-27,Government Interaction,Gender Equality,Yekaterinburg,Male,18-24,Organizer,No,Yes,Yes,Leadership,Yes
2355,2025-02-27,Campaign Activity,Healthcare,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2400,2025-02-27,Educational Event,Transport,Asbest,Male,45-54,Volunteer,No,No,No,Basic,No
127,2025-02-28,Media Activity,Education,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
1283,2025-02-28,Community Outreach,Economic Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,Yes,Visible,No
1328,2025-02-28,Community Outreach,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1937,2025-02-28,Public Event,Entrepreneurship,Kamensk-Uralsky,Male,25-34,Volunteer,No,No,No,Basic,No
1978,2025-02-28,Government Interaction,Gender Equality,Yekaterinburg,Male,18-24,Participant,No,No,No,Basic,No
2503,2025-02-28,Educational Event,Youth Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
2598,2025-02-28,Meeting,Youth Policy,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
3387,2025-02-28,Community Outreach,Education,Yekaterinburg,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
590,2025-03-01,Community Outreach,Entrepreneurship,Yekaterinburg,Female,45-54,Participant,No,No,No,Basic,No
680,2025-03-01,Government Interaction,Education,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
767,2025-03-01,Community Outreach,Social Policy,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
812,2025-03-01,Meeting,Social Policy,Yekaterinburg,Female,25-34,Speaker,No,Yes,No,Visible,No
1574,2025-03-01,Meeting,Social Policy,Yekaterinburg,Male,35-44,Speaker,No,Yes,No,Visible,No
1791,2025-03-01,Community Outreach,Housing,Revda,Male,35-44,Participant,No,No,No,Basic,No
2606,2025-03-01,Government Interaction,Healthcare,Yekaterinburg,Female,35-44,Volunteer,No,No,No,Basic,No
3049,2025-03-01,Media Activity,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
3413,2025-03-01,Meeting,Social Policy,Revda,Male,35-44,Coordinator,Yes,No,Yes,Leadership,Yes
78,2025-03-02,Community Outreach,Economic Policy,Nizhny Tagil,Male,35-44,Volunteer,No,Yes,Yes,Basic,No
274,2025-03-02,Meeting,Gender Equality,Pervouralsk,Male,45-54,Participant,No,No,No,Basic,No
858,2025-03-02,Community Outreach,Housing,Pervouralsk,Male,45-54,Analyst,No,No,No,Professional,No
887,2025-03-02,Survey,Gender Equality,Nizhny Tagil,Female,25-34,Volunteer,No,Yes,No,Basic,No
1030,2025-03-02,Public Event,Education,Pervouralsk,Female,25-34,Coordinator,Yes,No,Yes,Leadership,Yes
2331,2025-03-02,Media Activity,Entrepreneurship,Pervouralsk,Male,25-34,Participant,No,Yes,No,Basic,No
2786,2025-03-02,Educational Event,Entrepreneurship,Yekaterinburg,Male,35-44,Volunteer,No,No,No,Basic,No
808,2025-03-03,Campaign Activity,Youth Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
921,2025-03-03,Meeting,Transport,Yekaterinburg,Female,35-44,Organizer,Yes,No,Yes,Leadership,Yes
946,2025-03-03,Public Event,Social Policy,Yekaterinburg,Female,45-54,Coordinator,Yes,No,Yes,Leadership,Yes
1440,2025-03-03,Survey,Economic Policy,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
1441,2025-03-03,Public Event,Youth Policy,Yekaterinburg,Female,35-44,Participant,No,No,No,Basic,No
2086,2025-03-03,Meeting,Social Policy,Asbest,Female,55+,Volunteer,No,No,Yes,Basic,No
2434,2025-03-03,Meeting,Social Policy,Serov,Female,25-34,Organizer,No,No,Yes,Leadership,Yes
2710,2025-03-03,Government Interaction,Transport,Pervouralsk,Male,25-34,Speaker,No,Yes,No,Visible,No
2808,2025-03-03,Public Event,Social Policy,Yekaterinburg,Male,18-24,Analyst,No,Yes,No,Professional,No
3213,2025-03-03,Campaign Activity,Transport,Nizhny Tagil,Male,25-34,Participant,No,No,No,Basic,No
620,2025-03-04,Government Interaction,Youth Policy,Nizhny Tagil,Female,25-34,Coordinator,Yes,Yes,Yes,Leadership,Yes
932,2025-03-04,Public Event,Economic Policy,Nizhny Tagil,Female,18-24,Volunteer,No,No,No,Basic,No
3474,2025-03-04,Community Outreach,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
1467,2025-03-05,Community Outreach,Transport,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
1887,2025-03-05,Educational Event,Gender Equality,Yekaterinburg,Female,18-24,Participant,No,No,No,Basic,No
1934,2025-03-05,Campaign Activity,Gender Equality,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
2235,2025-03-05,Community Outreach,Housing,Nizhny Tagil,Male,45-54,Participant,No,No,No,Basic,No
2328,2025-03-05,Educational Event,Local Government,Yekaterinburg,Female,45-54,Volunteer,No,No,No,Basic,No
3217,2025-03-05,Community Outreach,Education,Yekaterinburg,Female,25-34,Participant,No,No,No,Basic,No
826,2025-03-06,Campaign Activity,Gender Equality,Yekaterinburg,Female,25-34,Volunteer,No,No,No,Basic,No
953,2025-03-06,Meeting,Education,Kamensk-Uralsky,Female,18-24,Organizer,Yes,No,Yes,Leadership,Yes
2126,2025-03-06,Educational Event,Entrepreneurship,Yekaterinburg,Female,35-44,Analyst,No,No,No,Professional,No
2995,2025-03-06,Media Activity,Economic Policy,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
630,2025-03-07,Public Event,Transport,Pervouralsk,Male,35-44,Organizer,Yes,No,Yes,Leadership,Yes
2293,2025-03-07,Community Outreach,Local Government,Yekaterinburg,Male,18-24,Participant,No,Yes,No,Basic,No
3180,2025-03-07,Government Interaction,Entrepreneurship,Yekaterinburg,Male,25-34,Organizer,Yes,Yes,Yes,Leadership,Yes
87,2025-03-08,Campaign Activity,Gender Equality,Yekaterinburg,Male,35-44,Participant,No,No,No,Basic,No
423,2025-03-08,Public Event,Education,Yekaterinburg,Female,35-44,Speaker,No,Yes,No,Visible,No
1900,2025-03-08,Public Event,Housing,Yekaterinburg,Female,55+,Participant,No,No,No,Basic,No
3074,2025-03-08,Campaign Activity,Youth Policy,Yekaterinburg,Male,35-44,Organizer,Yes,Yes,Yes,Leadership,Yes
69,2025-03-09,Campaign Activity,Transport,Nizhny Tagil,Female,25-34,Organizer,No,No,Yes,Leadership,Yes
377,2025-03-09,Meeting,Economic Policy,Asbest,Male,35-44,Coordinator,Yes,Yes,Yes,Leadership,Yes
1650,2025-03-09,Educational Event,Education,Yekaterinburg,Male,25-34,Participant,No,No,No,Basic,No
